160	GCF_001712935.1_ASM171293v1_genomic.fna.gz	GCF_001712935.1_ASM171293v1_genomic.gbff.gz
160	GCF_001713095.1_ASM171309v1_genomic.fna.gz	GCF_001713095.1_ASM171309v1_genomic.gbff.gz
160	GCF_001713135.1_ASM171313v1_genomic.fna.gz	GCF_001713135.1_ASM171313v1_genomic.gbff.gz
160	GCF_001712995.1_ASM171299v1_genomic.fna.gz	GCF_001712995.1_ASM171299v1_genomic.gbff.gz
160	GCF_001713115.1_ASM171311v1_genomic.fna.gz	GCF_001713115.1_ASM171311v1_genomic.gbff.gz
160	GCF_001713215.1_ASM171321v1_genomic.fna.gz	GCF_001713215.1_ASM171321v1_genomic.gbff.gz
160	GCF_001713315.1_ASM171331v1_genomic.fna.gz	GCF_001713315.1_ASM171331v1_genomic.gbff.gz
160	GCF_001712915.1_ASM171291v1_genomic.fna.gz	GCF_001712915.1_ASM171291v1_genomic.gbff.gz
160	GCF_001713155.1_ASM171315v1_genomic.fna.gz	GCF_001713155.1_ASM171315v1_genomic.gbff.gz
160	GCF_001713275.1_ASM171327v1_genomic.fna.gz	GCF_001713275.1_ASM171327v1_genomic.gbff.gz
160	GCF_001713175.1_ASM171317v1_genomic.fna.gz	GCF_001713175.1_ASM171317v1_genomic.gbff.gz
160	GCF_001713195.1_ASM171319v1_genomic.fna.gz	GCF_001713195.1_ASM171319v1_genomic.gbff.gz
160	GCF_001712975.1_ASM171297v1_genomic.fna.gz	GCF_001712975.1_ASM171297v1_genomic.gbff.gz
160	GCF_001713235.1_ASM171323v1_genomic.fna.gz	GCF_001713235.1_ASM171323v1_genomic.gbff.gz
160	GCF_001713255.1_ASM171325v1_genomic.fna.gz	GCF_001713255.1_ASM171325v1_genomic.gbff.gz
160	GCF_001713295.1_ASM171329v1_genomic.fna.gz	GCF_001713295.1_ASM171329v1_genomic.gbff.gz
160	GCF_001761565.1_ASM176156v1_genomic.fna.gz	GCF_001761565.1_ASM176156v1_genomic.gbff.gz
160	GCF_001761515.1_ASM176151v1_genomic.fna.gz	GCF_001761515.1_ASM176151v1_genomic.gbff.gz
160	GCF_001941545.1_ASM194154v1_genomic.fna.gz	GCF_001941545.1_ASM194154v1_genomic.gbff.gz
160	GCF_003055985.1_ASM305598v1_genomic.fna.gz	GCF_003055985.1_ASM305598v1_genomic.gbff.gz
160	GCF_003627115.1_ASM362711v1_genomic.fna.gz	GCF_003627115.1_ASM362711v1_genomic.gbff.gz
160	GCF_005311125.1_ASM531112v1_genomic.fna.gz	GCF_005311125.1_ASM531112v1_genomic.gbff.gz
160	GCF_005311045.1_ASM531104v1_genomic.fna.gz	GCF_005311045.1_ASM531104v1_genomic.gbff.gz
160	GCF_005311085.1_ASM531108v1_genomic.fna.gz	GCF_005311085.1_ASM531108v1_genomic.gbff.gz
